"CODIGO";"NOMBRE";"PROGRAMA";"COD_PADRE";"ORDEN"
"2V2000003030";"AUTORIZADORES FISCALES";"C_SAUFIS";"2V20000030";"300"
"2V20000080";"MOTIVOS DE ...";"";"2V20000";"500"
"2V2000008010";"MOTIVOS ANU. SOLICITUD COMPRA";"C_MANUSO";"2V20000080";"100"
"2V2000008020";"MOTIVOS ANULACIÓN PEDIDOS";"C_MAPEDC";"2V20000080";"200"
"2V2000008030";"MOTIVOS DE DEVOLUCIÓN";"C_MDEMAC";"2V20000080";"300"
"2V2000008040";"MOTIVOS DE RECLAMACIÓN";"C_MDEREC";"2V20000080";"400"
"2V2000008050";"MOTIVOS CANCELACIÓN FACTURAS";"C_MOCAFA";"2V20000080";"500"
"2V2000008060";"MOTIVOS CAMBIOS PEDIDOS COMPRA";"C_MTCFCP";"2V20000080";"600"
"2V20000900";"TIPOS DE ...";"";"2V20000";"600"
"2V2000090010";"TIPOS DE PEDIDO";"C_TIPPED";"2V20000900";"100"
"2V2000090020";"TIPOS DE FACTURA";"C_MTFACC";"2V20000900";"150"
"2V2000090040";"TIPOS PARTIDAS PRESUPUESTARIAS";"C_MPTPR";"2V20000900";"200"
"2V2000090050";"TIPOS DE RECOGIDA";"C_MOREC";"2V20000900";"300"
"2V2000090055";"TIPOS DE PUNTOS OPERACIONALES";"C_TIPUNOP";"2V20000900";"350"
"2V2000090060";"PUNTOS OPERACIONALES";"C_PUTOP";"2V20000900";"400"
"2V2000090065";"LISTADOS DE COMPRAS";"C_MCPIMP";"2V20000900";"500"
"2V2000090070";"TIPOS DE CARGOS Y ABONOS";"TICARABO";"2V20000900";"600"
"2V2000090075";"TIPOS DE HOMOLOGACIÓN";"C_TIPHOM";"2V20000900";"700"
"2V2000090080";"TIPOS EXPEDIENTES IMPORTACIÓN";"C_TIEXIM";"2V20000900";"800"
"2V2000090085";"TIPOS DE CONTENEDOR";"TIPCONTE";"2V20000900";"850"
"2V2000090087";"NATURALEZA DEL DOCUMENTO";"C_NAT_DOC";"2V20000900";"850"
"2V2000090090";"SUSTENTOS ATS";"ATS_TRIBUT";"2V20000900";"900"
"2V2000090093";"TIPOS RECLAMACIÓN A PROVEEDOR";"C_TIREPROV";"2V20000900";"930"
"2V2000090094";"PUNTOS DE ESCANEO";"C_MPTOES";"2V20000900";"940"
"2V20000910";"SERIES";"";"2V20000";"700"
"2V2000091010";"SERIES AUTOFACTURAS";"C_SERIE_AUTOFAC";"2V20000910";"100"
"2V2000091020";"SERIES DE RETENCIÓN";"ATS_DETSER";"2V20000910";"200"
"2V20000950";"ARMADORAS";"";"2V20000";"950"
"2V2000095010";"PARÁMETROS GENERALES";"PARMADOR";"2V20000950";""
"2V2000095020";"CALADEROS";"CALADERO";"2V20000950";""
"2V2000095030";"ZONAS FAO";"ZONASFAO";"2V20000950";""
"2V2000095040";"TIPOS DE CONCEPTO DIARIO";"TICONPES";"2V20000950";""
"2V2000095045";"CONCEPTOS DE DIARIO";"CONDIPES";"2V20000950";""
"2V2000095050";"MODALIDADES DE PESCA";"MODALPES";"2V20000950";""
"2V2000095055";"TIPOS DE CERTIFICACIONES";"TIPCERTB";"2V20000950";""
"2V2000095060";"BARCOS";"BARCOS";"2V20000950";""
"2V2000095065";"GESTIÓN DE CERTIFICACIONES";"CERTFBAR";"2V20000950";""
"2V2000095070";"CONCEPTOS DIARIO";"CONDIPES";"2V20000950";""
"2V2000095075";"LISTADOS DE CERTIFICACIONES";"GI:STD_CERFT_BARCO";"2V20000950";""
"2V2000095080";"CÓDIGOS SCAC NAVIERAS";"SCAC_CARRIERS";"2V20000950";""
"2V2000095085";"PARÁMETROS DE NAVIERAS";"NAVIERAS_PARAM";"2V20000950";""
"2V20005";"TARIFAS";"";"2V20";"200"
"2V20005020";"PRECIOS";"";"2V20005";"100"
"2V2000502007";"TARIFAS PARA DISTRIBUCIÓN";"C_PRECIOSD";"2V20005020";"75"
"2V2000502010";"TARIFAS ARTÍCULOS-PROVEEDOR";"C_MTRFPV";"2V20005020";"100"
"2V2000502015";"TARIFAS PROVEEDOR LINEALES";"CO_TARLI";"2V20005020";"200"
"2V2000502020";"TARIFAS PROVEEDOR ESCALADAS";"CO_TARES";"2V20005020";"300"
"2V2000502030";"TARIFAS LINEAS POR CLIENTE";"C_MTRFPL";"2V20005020";"400"
"2V2000502035";"TARIFAS X CLIENTE FECHA ACTIVA";"CO_TARCL";"2V20005020";"450"
"2V2000502040";"TARIFAS ESCALADAS POR CLIENTE";"C_MTRFPE";"2V20005020";"500"
"2V2000502050";"TARIFAS GENERALES";"C_TAFGEN";"2V20005020";"600"
"2V2000502055";"TARIFAS GENERALES - DETALLE";"C_TAFGED";"2V20005020";"700"
"2V2000502060";"PROMOCIONES POR ALMACÉN";"C_MTRFPO";"2V20005020";"800"
"2V2000502063";"TARIFAS CORPORATIVAS";"C_MTCORP";"2V20005020";"25"
"2V2000502064";"TARIFAS CORPORATIVAS - ALMACEN";"C_MTCALM";"2V20005020";"35"
"2V2000502065";"TARIFAS CORPORATIVAS - DETALLE";"C_MTCDET";"2V20005020";"50"
"2V2000502070";"COPIA DE TARIFAS";"C_ASIGTA";"2V20005020";"900"
"2V2000502080";"HISTÓRICO DE TARIFAS";"C_MHTRFPV";"2V20005020";"1100"
"2V2000502090";"IMPORTACIÓN DE TARIFAS X EXCEL";"U_IMPPRE";"2V20005020";"1000"
"2V20005030";"DESCUENTOS";"";"2V20005";"200"
"2V2000503010";"DTOS. PROVEEDOR - FAMILIA";"C_DTOPRO";"2V20005030";"100"
"2V20005040";"OFERTAS";"";"2V20005";"200"
"2V2000504010";"OFERTAS ESCALADAS";"C_MOFESP";"2V20005040";"100"
"2V20005045";"PORTES";"";"2V20005";"250"
"2V2000504510";"MANTENIMIENTO DE TARIFAS";"C_MTAPO";"2V20005045";"10"
"2V2000504520";"TARIFAS POR PUNTO OPERACIONAL";"C_MTAPOD";"2V20005045";"20"
"2V2000504530";"TARIFAS TRANSPORTISTAS TRAMOS";"C_TARTRAN";"2V20005045";"25"
"2V2000504590";"TARIFAS CARGOS CONSIGNATARIOS";"C_MTACAC";"2V20005045";"30"
"2V20005050";"______________________________";"NULO";"2V20005";"300"
"2V20005060";"CONSULTA TARIFAS Y OFERTAS";"C_COFTRF";"2V20005";"400"
"2V20005065";"CONSULTA TARIFAS LINEALES";"C_CTRFLN";"2V20005";"500"
"2V20005070";"LISTADOS";"";"2V20005";"550"
"2V2000507010";"PRECIOS POR PROVEEDOR";"C_LPREPA";"2V20005070";"10"
"2V20005080";"______________________________";"NULO";"2V20005";"600"
"2V20005085";"PETICIÓN OFERTAS A PROVEEDORES";"";"2V20005";"700"
"2V2000508505";"PROVEEDORES OFERTA X FAMILIA";"C_OFEFAM";"2V20005085";"50"
"2V2000508510";"MANTENIMIENTO PETICIÓN OFERTAS";"C_MPETOF";"2V20005085";"100"
"2V2000508515";"RECEPCIÓN OFERTAS PROVEEDOR";"C_REPOFE";"2V20005085";"250"
"2V2000508520";"EMISIÓN PETICIÓN DE OFERTAS";"C_PEMSOF";"2V20005085";"200"
"2V2000508530";"CONSULTA PETICIÓN DE OFERTAS";"C_CSOLOF";"2V20005085";"300"
"2V2000508540";"BORRADO PETICIÓN DE OFERTAS";"C_PBORPS";"2V20005085";"400"
"2V20005095";"TARIFAS ALUMINIO";"";"2V20005";"950"
"2V2000509550";"____________TARIFAS___________";"";"2V20005095";"500"
"2V2000509560";"ÁRBOL BÚSQUEDA DE TARIFAS";"EX_ARBOL_COMPRAS";"2V20005095";"600"
"2V2000509570";"TARIFAS";"EX_TARIFAS_COMPRAS";"2V20005095";"700"
"2V20007";"PROCESOS DE ARMADORAS";"";"2V20";"250"
"2V2000710";"MAREAS DE PESCA";"MAREAS";"2V20007";""
"2V2000720";"DIARIO DE PESCA";"DIARIOMAREA";"2V20007";""
"2V2000750";"NOTAS DE PESCA";"F_NOTPES";"2V20007";""
"2V2000760";"CANON DE PESCA";"CANON_PESCA";"2V20007";""
"2V2000770";"TARIFAS CANON PESCA";"TARCANONPES";"2V20007";""
"2V2000775";"INTEGRACIONES EXCELS BARCOS";"F_INTPLA";"2V20007";""
"2V2000780";"CONTABILIZACIÓN CANON PESCA";"PESCONTACANON";"2V20007";""
"2V20010";"PROCESO DE SOLICITUDES";"";"2V20";"300"
"2V20010010";"SOLICITUDES";"";"2V20010";"100"
"2V2001001010";"MTO. SOLICITUD COMPRAS";"C_MSOLMA";"2V20010010";"100"
"2V2001001015";"GENERACIÓN DE SOLICITUDES";"C_SOLBAJ";"2V20010010";"150"
"2V2001001020";"AUTORIZACIÓN DE  SOLICITUDES";"C_MAUTOR";"2V20010010";"200"
"2V2001001030";"AUTORIZ. SOLICITUDES X IMPORTE";"C_MAUTIM";"2V20010010";"300"
"2V2001001035";"AUTORIZACIÓN MULTINIVEL";"C_AUTSOLMN";"2V20010010";"350"
"2V2001001040";"AUTORIZACIÓN A DOS NIVELES";"C_AUTSOL";"2V20010010";"400"
"2V2001001045";"COPIA DE LÍNEAS SOLICITUD";"C_COPSOLI";"2V20010010";"600"
"2V20010030";"ASIGNACIÓN / GENERACIÓN PEDIDO";"";"2V20010";"200"
"2V2001003005";"OFERTAS DE PROVEEDOR RECIBIDAS";"C_MOEPLS";"2V20010030";"50"
"2V2001003010";"ASIGNACIÓN PROVEEDOR SOLICITUD";"C_MASGPV";"2V20010030";"100"
"2V2001003020";"ANULACIÓN ASIGNACIÓN SOLICITUD";"C_BOASIG";"2V20010030";"200"
"2V2001003030";"GENERACIÓN PEDIDOS COMPRAS";"C_MGNRPD";"2V20010030";"300"
"2V20015";"PROCESO DE EXPEDIENTES";"";"2V20";"400"
"2V20015001";"NATURALEZAS DE EXPEDIENTES";"EXP_NATUR";"2V20015";"50"
"2V20015002";"BUQUES";"BUQUES";"2V20015";"60"
"2V20015003";"SITUACIONES LOGÍSTICAS";"EXPSITLO";"2V20015";"75"
"2V20015005";"____________(COSTES)__________";"NULO";"2V20015";"100"
"2V20015007";"MTO PARTIDAS ARANCELARIAS";"PARTARAN";"2V20015";"150"
"2V20015010";"MTO ARANCELES IMPORTACIÓN";"C_MARANC";"2V20015";"200"
"2V20015012";"MTO SUBVENCIÓN REA";"C_ARREA";"2V20015";"250"
"2V20015015";"MTO CONCEPTOS IMPORTACIONES";"C_CTOIMP";"2V20015";"300"
"2V20015017";"TARIFAS X PROVEEDOR Y CONCEPTO";"C_TAREPC";"2V20015";"350"
"2V20015020";"MTO PLANTILLAS IMPORTACIÓN";"C_MPLANT";"2V20015";"400"
"2V20015025";"EXPEDIENTES";"C_EXPIMP";"2V20015";"500"
"2V20015028";"IMPUTACIÓN GASTOS";"C_RGASHS";"2V20015";"600"
"2V20015030";"DESCONTABILIZAR PLANTILLAS";"DESCONTAEI";"2V20015";"520"
"2V20015050";"_________(SEGUIMIENTO)________";"NULO";"2V20015";"600"
"2V20015055";"MTO.CONCEPTOS HOJA SEGUIMIENTO";"C_EXPMVHO";"2V20015";"700"
"2V20015057";"SEGUIMIENTO ENVÍOS DOCUMENTOS";"C_EXPENV";"2V20015";"750"
"2V20015059";"MOVIMIENTOS X ESTADO";"EXPESTMV";"2V20015";"750"
"2V20015060";"MTO. HOJAS DE SEGUIMIENTO";"C_EXPHOSG";"2V20015";"800"
"2V20015065";"STATUS  HOJAS DE SEGUIMIENTO";"C_EXPHOST";"2V20015";"900"
"2V20015070";"LISTADO HOJAS DE SEGUIMIENTO";"HOJAS_SEGUIMIENTO.XLS";"2V20015";"1000"
"2V20015075";"IMPORT. EXCEL DE EXPEDIENTES";"C_EXPIMP_XLS";"2V20015";"1050"
"2V20015080";"PARAM. IMPORT. EXPEDIENTES";"C_EXPIMP_XLS_PARAM";"2V20015";"1100"
"2V20015085";"REGISTRO VIAJES DE BUQUES";"EXPVIAJE";"2V20015";"1150"
"2V20020";"PROCESO DE PEDIDOS";"";"2V20";"500"
"2V20020010";"PEDIDOS DE COMPRAS";"C_MALTPD";"2V20020";"100"
"2V20020015";"AUTORIZACIÓN DE PEDIDOS";"C_AUTPED";"2V20020";"200"
"2V20020020";"IMPRESIÓN PEDIDOS";"C_PEMIPE";"2V20020";"300"
"2V20020022";"ENVÍO MASIVO DE PEDIDOS";"C_ENVIOPC";"2V20020";"330"
"2V20020023";"REVALORIZACIÓN DE PEDIDOS";"C_RECPED";"2V20020";"350"
"2V20020025";"CONFIRMACIÓN PLAZOS DE ENTREGA";"C_COPLEN";"2V20020";"400"
"2V20020027";"RECLAMACIÓN DE PEDIDOS";"C_PEMREP";"2V20020";"450"
"2V20020030";"ANULACIÓN DE PEDIDOS";"C_MANLPD";"2V20020";"500"
"2V20020035";"PROCESO CIERRE PEDIDOS";"C_MAJUPD";"2V20020";"600"
"2V20020040";"PROGRAMACIÓN DE ENTREGAS";"C_HORAS_DESCARGA";"2V20020";"650"
"2V20020043";"IMPUTACIÓN DE GASTOS";"C_LIQEIMP";"2V20020";"675"
"2V20020045";"______________________________";"NULO";"2V20020";"700"
"2V20020055";"GENERAR PEDIDO ARTÍC.BAJO MÍN.";"C_ARTBAJ";"2V20020";"800"
"2V20020056";"LISTADO ART.BAJO MÍN. (EXT.)";"EX_ARTBAJ";"2V20020";"810"
"2V20020060";"GENERAR PEDIDO DESDE VENTAS";"F_GEPECO";"2V20020";"900"
"2V20020070";"GENERAR PEDIDO AGRUPADO";"C_AGRPED";"2V20020";"1000"
"2V20020080";"PROPUESTA DE PEDIDO";"C_PREDEM";"2V20020";"1100"
"2V20020090";"COPIA LÍNEAS PEDIDO";"C_COPEDI";"2V20020";"1200"
"2V20025";"PROCESO ENTRADA CON PESADAS";"";"2V20";"600"
"2V20025005";"CARACTERÍSTICAS DE ENTRADAS";"F_CARENTR";"2V20025";"50"
"2V20025010";"CREACIÓN DE CÓDIGOS DE ENTRADA";"LOTES";"2V20025";"100"
"2V20025013";"LISTADO SITUACIÓN CÓD. ENTRADA";"GI:STD_LOTES";"2V20025";"150"
"2V20025015";"______________________________";"NULO";"2V20025";"200"
"2V20025020";"ENTRADA DE PESADAS";"PESADAS";"2V20025";"300"
"2V20025025";"PESADAS CON CAMBIO SITU./ZONA";"PESADAS";"2V20025";"400"
"2V20025026";"PESADAS CON TRASPASO";"PESADAS";"2V20025";"500"
"2V20025030";"ENTRADA DE PESADAS DEVOLUCIÓN";"PESADAS";"2V20025";"600"
"2V20025035";"PANEL VISUALIZACIÓN DE PESADAS";"A_CTRLEV";"2V20025";"1200"
"2V20025050";"GESTIÓN DE CUOTAS DE PESCA";"CUOTAS_PESCA";"2V20025";"1250"
"2V20025055";"ASIGNACIÓN DE CUOTAS DE PESCA";"ASIG_CUOTAS_PESCA";"2V20025";"1260"
"2V20025060";"______________________________";"NULO";"2V20025";"700"
"2V20025065";"EMITIR ALBARÁN ENTRADA";"ALBENT";"2V20025";"800"
"2V20025070";"ASIGNACIÓN D.V.D  Y  D.U.A";"PESDVDDU";"2V20025";"900"
"2V20025071";"LISTADO GARANTÍAS DEPÓSITOS";"GI:STD_GARAN_DEPO";"2V20025";"950"
"2V20025072";"LIST. GARANTÍAS DEPÓSITO X DÍA";"GI:STD_GARAN_DEPO_DIA";"2V20025";"951"
"2V20025075";"IMPRESIÓN ETIQUETAS PALETS";"IMPRETIQ";"2V20025";"1000"
"2V20025080";"CAMBIO DE TIPO DE PALET";"A_CMBTPL";"2V20025";"1100"
"2V20025085";"CAMBIO DE ARTÍCULO EN ENTRADAS";"PESCBART";"2V20025";"1150"
"2V20025090";"______________________________";"NULO";"2V20025";"1300"
"2V2002509010";"TIPOS VEHÍCULOS TRANSPORTE";"LOTIVHTR";"2V20025";"1400"
"2V2002509020";"VEHÍCULOS DE TRANSPORTE";"LOVHTRANS";"2V20025";"1500"
"2V20027";"PROCESO DE COMPRAS DE ANIMALES";"";"2V20";"550"
"2V2002710";"MAESTROS";"";"2V20027";"10"
"2V200271010";"MATADEROS";"MAT_MATADE";"2V2002710";"100"
"2V200271020";"ESPECIES Y RAZAS";"MAT_ESPRAZ";"2V2002710";"150"
"2V200271030";"TERCEROS";"MAT_TERCERO";"2V2002710";"120"
"2V200271040";"EXPLOTACIONES";"MAT_COLEXP";"2V2002710";"120"
"2V200271080";"___ CARACTERÍSTICAS BÁSICAS___";"NULO";"2V2002710";"500"
"2V20027108010";"CATEGORÍAS";"MAT_CATEGO";"2V2002710";"505"
"2V20027108020";"CONFORMACIONES";"MAT_CONFOR";"2V2002710";"510"
"2V20027108030";"SUBCLASIFICACIÓN (GRASA)";"MAT_SUBCLA";"2V2002710";"530"
"2V20027108040";"GRUPOS DE EDADES";"MAT_GRUEDA";"2V2002710";"540"
"2V20027108050";"GÉNERO";"MAT_GENERO";"2V2002710";"550"
"2V20027108060";"INCIDENCIAS";"MAT_INCREC";"2V2002710";"560"
"2V20027108070";"DESTINOS - PROGRAMA DE CALIDAD";"MAT_DESTIN";"2V2002710";"570"
"2V200271085";"___ CARACTERÍSTICAS LIBRES ___";"NULO";"2V2002710";"1000"
"2V20027108510";"PLANTILLAS";"IND_PLANTILLA";"2V2002710";"1100"
"2V20027108520";"CARACTERÍSTICAS";"IND_CARACT";"2V2002710";"1200"
"2V2002720";"TARIFAS Y CLASIFICACIÓN";"";"2V20027";"20"
"2V200272010";"TARIFAS";"MAT_TARIFC";"2V2002720";"10"
"2V200272020";"DETALLE DE TARIFAS";"MAT_TARIFD";"2V2002720";"20"
"2V200272030";"ARTICULOS BASE";"MAT_ARTBAS";"2V2002720";"30"
"2V200272040";"INCREMENTOS DE TARIFAS";"MAT_TARINC";"2V2002720";"40"
"2V200272050";"DESCUENTOS DE PROVEEDORES";"MAT_DESPRO";"2V2002720";"50"
"2V200272060";"DESCUENTOS DE COLABORADORES";"MAT_DESCOL";"2V2002720";"60"
"2V200272090";"___ CLASIFICACIÓN ____________";"NULO";"2V2002720";"70"
"2V20027209010";"CÓDIGOS DE CLASIFICACIÓN";"MAT_CLAS";"2V2002720";"80"
"2V20027209020";"DETALLES DE CLASIFICACIÓN";"MAT_CLASA";"2V2002720";"90"
"2V20027209030";"DETALLES DE BONIFICACIÓN";"MAT_CLTBON";"2V2002720";"100"
"2V200272095";"___ RECUPERACIONES _________";"NULO";"2V2002720";"150"
"2V20027209510";"RECUPERACIONES";"MAT_RECUPE";"2V2002720";"160"
"2V2002730";"TIPOS DE...";"";"2V20027";"30"
"2V200273010";"TIPOS DE TERCEROS";"MAT_TIPTER";"2V2002730";"10"
"2V200273020";"TIPOS DE ORDEN DE RECOGIDA";"MAT_TIPPED";"2V2002730";"20"
"2V200273030";"MATRÍCULAS PARA MATADEROS";"MAT_MATM";"2V2002730";"30"
"2V200273040";"ARTÍCULOS PARA MATADEROS";"MAT_ARTMAT";"2V2002730";"40"
"2V2002740";"PROGRAMACIÓN DE RECOGIDAS";"";"2V20027";"40"
"2V200274010";"PARTIDAS DE PROVEEDOR";"MAT_PARTPROV";"2V2002740";"10"
"2V200274020";"ORDEN DE RECOGIDA";"MAT_PEDIDO";"2V2002740";"120"
"2V200274030";"PLANIFICACIÓN DE ENTRADAS";"MAT_PLAENT";"2V2002740";"130"
"2V200274040";"PLANIFICACIÓN DE VIAJES";"MAT_VIAJES";"2V2002740";"140"
"2V2002750";"RECEPCIÓN DE GANADO";"";"2V20027";"50"
"2V200275010";"PORTERÍA";"MAT_CONPOR";"2V2002750";"10"
"2V200275020";"DESINFECCIÓN";"MAT_VIADES";"2V2002750";"20"
"2V200275030";"ENTRADA EN CORRALES";"MAT_RECCUA";"2V2002750";"30"
"2V200275040";"CARACTERISTICAS DE PARTIDAS";"MAT_CARPAR";"2V2002750";"40"
"2V200275050";"ENTRADA MANUAL DE PARTIDAS";"MAT_ENTPAR";"2V2002750";"50"
"2V200275060";"PESAJE DE INCIDENCIAS";"MAT_INCPES";"2V2002750";"60"
"2V200275070";"DESDOBLE DE PARTIDAS";"MAT_ROMPAR";"2V2002750";"70"
"2V200275080";"IDENTIFICACIÓN DE ANIMALES";"MAT_ANICRO";"2V2002750";"80"
"2V2002755";"LIQUIDACIONES";"";"2V20027";"60"
"2V200275510";"CALCULO DE LIQUIDACIONES";"MAT_LIQUID";"2V2002755";"10"
"2V200275550";"___ INTEGRACIÓN ______________";"NULO";"2V2002755";"20"
"2V200275560";"PARÁMETROS DE INTEGRACIÓN";"CO_LQANPA";"2V2002755";"30"
"2V200275570";"INTEGRACIÓN DE ANIMALES";"CO_LQANIMA";"2V2002755";"40"
"2V2002760";"CONSULTAS";"";"2V20027";"70"
"2V200276010";"CONSULTA DE ANIMALES";"MAT_CONANI";"2V2002760";"10"
"2V200276020";"CONSULTA DE PARTIDAS";"MAT_CONPAR";"2V2002760";"20"
"2V200276030";"INFORMES DE ANIMALES";"MAT_ANIREP";"2V2002760";"30"
"2V200276040";"ESTADISTICAS RESUMEN";"MAT_RESPOR";"2V2002760";"40"
"2V20030";"PROCESO DE ALBARANES";"";"2V20";"700"
"2V20030010";"ENTRADA ALBARANES";"A_ENCOM";"2V20030";"100"
"2V20030015";"DESHACER ALBARANES";"C_DESALB";"2V20030";"200"
"2V20030020";"MODIFICACIÓN DE ALBARANES";"C_ASIGEX";"2V20030";"300"
"2V20030025";"MODIFICACIÓN PRECIOS ALBARANES";"MODPRALB";"2V20030";"400"
"2V20030030";"IMPRESIÓN ALBARANES DE COMPRAS";"C_PIMPAL";"2V20030";"500"
"2V20030033";"COMUNICAR GUIA WDT";"C_WDTPT";"2V20030";"550"
"2V20030035";"CONTABILIZACIÓN ALBARANES";"CONALBCO";"2V20030";"600"
"2V20030040";"DESHACER CONTABILIZ. ALBARANES";"C_DESCAL";"2V20030";"700"
"2V20030043";"CONTABILIZACIÓN MENSUAL";"C_CONALB";"2V20030";"750"
"2V20030044";"DESHACER CONTABIL. MENSUAL";"DESC_CONALB";"2V20030";"775"
"2V20030045";"IMPUTAR GASTOS A UNA COMPRA";"C_PORTES";"2V20030";"800"
"2V20030050";"SALIDA DE APROVISIONAMIENTOS";"A_SINPROV";"2V20030";"900"
"2V20030060";"REVALORIZACIÓN DE ALBARANES";"C_RECALB";"2V20030";"1000"
"2V20030075";"GENERACIÓN ALBARÁN LOGÍSTICO";"PEDC_PESADA";"2V20030";"1200"
"2V20033";"PROCESO DE AUTOFACTURAS";"";"2V20";"750"
"2V2003310";"PROPUESTA DE AUTOFACTURA";"C_MAUTFA";"2V20033";"10"
"2V2003320";"VALIDACIÓN DE PROPUESTA";"C_VALAUF";"2V20033";"20"
"2V2003330";"EMISIÓN DE AUTOFACTURAS";"C_PAUTOF";"2V20033";"30"
"2V2003340";"ASIGANACIÓN DE NÚMERO / FECHA";"C_ASIGAF";"2V20033";"40"
"2V2003370";"______________________________";"NULO";"2V20033";"70"
"2V2003375";"LIQUIDACIÓN Y ABONO A SOCIOS";"CO_LIABSO";"2V20033";"80"
"2V2003380";"CARTAS A SOCIOS";"C_CARTSO";"2V20033";"90"
"2V20035";"PROCESO DE FACTURAS";"";"2V20";"800"
"2V20035010";"REGISTRO DE FACTURAS PROVEEDOR";"C_MREFAP";"2V20035";"100"
"2V20035013";"ANULACIÓN REGISTRO DE FACTURAS";"C_MAFRNC";"2V20035";"150"
"2V20035015";"CONSULTA REGISTRO FACTURAS";"C_CFACRG";"2V20035";"200"
"2V20035020";"___  INTEGRACIÓN EDI _________";"NULO";"2V20035";"250"
"2V20035025";"IMPORTACIÓN DE FACTURAS";"C_EDIFAC";"2V20035";"265"
"2V20035030";"CONFORMACIÓN MANUAL DE FACTURA";"C_MFACTCM";"2V20035";"275"
"2V20035050";"______________________________";"NULO";"2V20035";"300"
"2V20035100";"ENTRADA DE FACTURAS DE COMPRAS";"C_MFACTC";"2V20035";"400"
"2V20035115";"DESHACER FACTURA";"C_DESFAC";"2V20035";"500"
"2V20035117";"AUTORIZACION DE FACTURAS";"C_CAUREFAC";"2V20035";"530"
"2V20035118";"MODIFICACIÓN VENCIMIENTOS";"C_MOFACO";"2V20035";"550"
"2V20035120";"CONTABILIZACIÓN DE FACTURAS";"C_PCNTPD";"2V20035";"600"
"2V20035125";"DESHACER CONTABILIZACIÓN FRAS.";"DESC_PCNTPD";"2V20035";"700"
"2V20035127";"DESHACER CONTABILIZACIONES FRA";"DESC_PCNTPDM";"2V20035";"750"
"2V20035130";"CANCELACIÓN DE FACTURAS";"C_CANFACT";"2V20035";"800"
"2V20035135";"ANTICIPOS DE FACTURAS";"C_ANTFAC";"2V20035";"850"
"2V20035140";"LIQUIDACIÓN CAJA CHICA";"CIECCHICA";"2V20035";"925"
"2V20035145";"DESHACER LIQ. CAJA CHICA";"DESC_CIECCHICA";"2V20035";"950"
"2V20035150";"ANULACIÓN LIQUIDACIÓN BIENES";"ATS_ANULIQ";"2V20035";"975"
"2V20035160";"RETENCIONES";"";"2V20035";"990"
"2V2003516010";"GENERACIÓN DE LA RETENCIÓN";"C_GENRET";"2V20035160";"100"
"2V2003516020";"REIMPRESIÓN DE LA RETENCIÓN";"C_RIMRET";"2V20035160";"125"
"2V20035165";"DATOS ATS";"C_FACATS";"2V20035";"995"
"2V20035170";"GENERACIÓN DJ RG3594";"GENRG3594";"2V20035";"1001"
"2V20038";"PROCESO DEVOLUCIONES";"";"2V20";"808"
"2V20038010";"PROPUESTA DEVOLUCIONES";"C_DEVOL";"2V20038";"100"
"2V20038020";"CONFIRMACIÓN DEVOLUCIONES";"C_CONDEV";"2V20038";"200"
"2V20038030";"GENERACIÓN DE CARGOS";"C_CARDEV";"2V20038";"300"
"2V20040";"PROCESO CARGOS A PROVEEDORES";"";"2V20";"810"
"2V20040010";"MANTENIMIENTOS";"";"2V20040";"100"
"2V2004001010";"CONCEPTOS DE CARGOS";"C_MCGATI";"2V20040010";"100"
"2V2004001020";"CONVENIOS CON PROVEEDORES";"C_MFICHP";"2V20040010";"200"
"2V20040020";"PROCESOS DE CARGOS";"";"2V20040";"200"
"2V2004002010";"GENERACIÓN AUTOMÁTICA CARGOS";"C_PROCGA";"2V20040020";"100"
"2V2004002020";"CARGOS MANUALES";"C_CATIMA";"2V20040020";"200"
"2V2004002025";"GENERACIÓN CARGOS DTO.UNIDAD";"C_GENACA";"2V20040020";"250"
"2V2004002030";"ACEPTACIÓN DE CARGOS";"C_MPROCA";"2V20040020";"300"
"2V2004002040";"CONTROL DE RECEPCIÓN DE CARGOS";"C_MRECAT";"2V20040020";"400"
"2V2004002050";"EMISIÓN DE FACTURAS DE CARGOS";"C_PEMICA";"2V20040020";"500"
"2V2004002060";"DESHACER FACTURAS DE CARGOS";"C_DESCAR";"2V20040020";"600"
"2V2004002070";"MODIFICAR CARGOS FACTURADOS";"C_MODCAR";"2V20040020";"700"
"2V2004002080";"ANULACIÓN DE CARGOS";"C_ANUCGO";"2V20040020";"800"
"2V2004002085";"CONTABILIZAR CARGOS";"C_PCNTCA";"2V20040020";"900"
"2V2004002090";"DESHACER CONTABILIZACIÓN CARGO";"C_DESCONCAR";"2V20040020";"1000"
"2V20040030";"CONSULTAS DE CARGOS";"";"2V20040";"300"
"2V2004003010";"CONSULTAS DE CARGOS";"C_CGATIP";"2V20040030";"100"
"2V2004003020";"CONSULTA PREVISIÓN DE CARGOS";"C_CPREVC";"2V20040030";"200"
"2V20045";"PROCESO DE CONTRATOS";"";"2V20";"840"
"2V2004510";"CONTRATOS DE SUMINISTRO";"C_MCOSUP";"2V20045";"110"
"2V2004520";"CAMBIAR CONTRATO EN ALBARANES";"C_MALBCOM";"2V20045";"120"
"2V2004550";"CONTRATOS DE DEPÓSITO";"C_MCONDP";"2V20045";"150"
"2V2004555";"RENOVACIÓN/CIERRE DE DEPÓSITOS";"C_PRCCDP";"2V20045";"155"
